
Timestamp	StatusLine	Rate (≈/S)	Film Thickness (k≈)	Substrate Thickness (k≈)	Frequency (Hz)
2018-05-15T10:50:55	RUNNING | 0:35:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.285	9.285	5956754.82
2018-05-15T10:50:56	RUNNING | 0:35:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.289	9.289	5956754.08
2018-05-15T10:50:57	RUNNING | 0:35:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.294	9.293	5956753.41
2018-05-15T10:50:58	RUNNING | 0:35:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.298	9.298	5956752.70
2018-05-15T10:50:59	RUNNING | 0:35:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.303	9.302	5956752.02
2018-05-15T10:51:00	RUNNING | 0:35:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.307	9.307	5956751.26
2018-05-15T10:51:01	RUNNING | 0:35:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.312	9.312	5956750.56
2018-05-15T10:51:03	RUNNING | 0:35:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.316	9.316	5956749.84
2018-05-15T10:51:04	RUNNING | 0:35:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.321	9.321	5956749.09
2018-05-15T10:51:05	RUNNING | 0:35:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.326	9.325	5956748.36
2018-05-15T10:51:06	RUNNING | 0:35:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.330	9.330	5956747.70
2018-05-15T10:51:07	RUNNING | 0:35:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.334	9.334	5956747.00
2018-05-15T10:51:08	RUNNING | 0:35:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.339	9.339	5956746.25
2018-05-15T10:51:09	RUNNING | 0:35:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.343	9.343	5956745.56
2018-05-15T10:51:10	RUNNING | 0:36:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.348	9.347	5956744.89
2018-05-15T10:51:11	RUNNING | 0:36:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.352	9.352	5956744.15
2018-05-15T10:51:12	RUNNING | 0:36:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.357	9.356	5956743.46
2018-05-15T10:51:13	RUNNING | 0:36:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.361	9.361	5956742.69
2018-05-15T10:51:14	RUNNING | 0:36:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.366	9.365	5956742.05
2018-05-15T10:51:15	RUNNING | 0:36:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.370	9.370	5956741.21
2018-05-15T10:51:16	RUNNING | 0:36:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.375	9.375	5956740.56
2018-05-15T10:51:17	RUNNING | 0:36:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.22	9.379	9.379	5956739.88
2018-05-15T10:51:18	RUNNING | 0:36:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.384	9.383	5956739.16
2018-05-15T10:51:19	RUNNING | 0:36:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.388	9.388	5956738.47
2018-05-15T10:51:20	RUNNING | 0:36:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.393	9.392	5956737.76
2018-05-15T10:51:21	RUNNING | 0:36:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.397	9.397	5956737.05
2018-05-15T10:51:22	RUNNING | 0:36:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.402	9.401	5956736.33
2018-05-15T10:51:23	RUNNING | 0:36:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.406	9.406	5956735.63
2018-05-15T10:51:24	RUNNING | 0:36:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.411	9.410	5956734.90
2018-05-15T10:51:26	RUNNING | 0:36:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.415	9.415	5956734.25
2018-05-15T10:51:27	RUNNING | 0:36:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.419	9.419	5956733.60
2018-05-15T10:51:28	RUNNING | 0:36:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	9.424	9.423	5956732.83
2018-05-15T10:51:29	RUNNING | 0:36:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.429	9.428	5956732.07
2018-05-15T10:51:30	RUNNING | 0:36:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	9.433	9.432	5956731.37
2018-05-15T10:51:31	RUNNING | 0:36:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.437	9.437	5956730.70
2018-05-15T10:51:32	RUNNING | 0:36:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.442	9.441	5956730.00
2018-05-15T10:51:33	RUNNING | 0:36:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.446	9.445	5956729.33
2018-05-15T10:51:34	RUNNING | 0:36:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.22	9.451	9.450	5956728.58
2018-05-15T10:51:35	RUNNING | 0:36:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.455	9.454	5956727.89
2018-05-15T10:51:36	RUNNING | 0:36:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.460	9.459	5956727.17
2018-05-15T10:51:37	RUNNING | 0:36:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.464	9.463	5956726.40
2018-05-15T10:51:38	RUNNING | 0:36:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.469	9.468	5956725.74
2018-05-15T10:51:39	RUNNING | 0:36:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.473	9.473	5956725.04
2018-05-15T10:51:40	RUNNING | 0:36:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.477	9.477	5956724.37
2018-05-15T10:51:41	RUNNING | 0:36:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.482	9.481	5956723.72
2018-05-15T10:51:42	RUNNING | 0:36:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	9.486	9.486	5956722.96
2018-05-15T10:51:43	RUNNING | 0:36:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.491	9.490	5956722.27
2018-05-15T10:51:44	RUNNING | 0:36:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.495	9.494	5956721.60
2018-05-15T10:51:45	RUNNING | 0:36:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.499	9.499	5956720.90
2018-05-15T10:51:46	RUNNING | 0:36:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.503	9.503	5956720.10
2018-05-15T10:51:47	RUNNING | 0:36:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.508	9.508	5956719.51
2018-05-15T10:51:48	RUNNING | 0:36:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.513	9.512	5956718.72
2018-05-15T10:51:49	RUNNING | 0:36:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.517	9.517	5956718.05
2018-05-15T10:51:50	RUNNING | 0:36:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.521	9.521	5956717.41
2018-05-15T10:51:51	RUNNING | 0:36:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.526	9.525	5956716.72
2018-05-15T10:51:52	RUNNING | 0:36:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.530	9.530	5956716.03
2018-05-15T10:51:53	RUNNING | 0:36:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.535	9.534	5956715.27
2018-05-15T10:51:54	RUNNING | 0:36:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.539	9.539	5956714.51
2018-05-15T10:51:56	RUNNING | 0:36:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.544	9.543	5956713.86
2018-05-15T10:51:57	RUNNING | 0:36:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	9.548	9.548	5956713.07
2018-05-15T10:51:58	RUNNING | 0:36:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.553	9.552	5956712.42
2018-05-15T10:51:59	RUNNING | 0:36:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.557	9.557	5956711.70
2018-05-15T10:52:00	RUNNING | 0:36:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.562	9.561	5956710.97
2018-05-15T10:52:01	RUNNING | 0:36:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	9.566	9.566	5956710.33
2018-05-15T10:52:02	RUNNING | 0:36:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	9.570	9.570	5956709.61
2018-05-15T10:52:03	RUNNING | 0:36:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.575	9.574	5956708.95
2018-05-15T10:52:04	RUNNING | 0:36:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	9.579	9.578	5956708.22
2018-05-15T10:52:05	RUNNING | 0:36:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.584	9.583	5956707.55
2018-05-15T10:52:06	RUNNING | 0:36:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.22	9.588	9.587	5956706.87
2018-05-15T10:52:07	RUNNING | 0:36:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.592	9.592	5956706.12
2018-05-15T10:52:08	RUNNING | 0:36:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.597	9.596	5956705.45
2018-05-15T10:52:09	RUNNING | 0:36:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.601	9.601	5956704.71
2018-05-15T10:52:10	RUNNING | 0:37:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.606	9.605	5956704.01
2018-05-15T10:52:11	RUNNING | 0:37:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	9.611	9.610	5956703.27
2018-05-15T10:52:12	RUNNING | 0:37:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.615	9.614	5956702.56
2018-05-15T10:52:13	RUNNING | 0:37:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.619	9.619	5956701.92
2018-05-15T10:52:14	RUNNING | 0:37:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.624	9.623	5956701.12
2018-05-15T10:52:15	RUNNING | 0:37:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.628	9.628	5956700.46
2018-05-15T10:52:16	RUNNING | 0:37:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.632	9.632	5956699.76
2018-05-15T10:52:17	RUNNING | 0:37:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.637	9.637	5956699.05
2018-05-15T10:52:18	RUNNING | 0:37:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.641	9.641	5956698.41
2018-05-15T10:52:19	RUNNING | 0:37:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.646	9.645	5956697.67
2018-05-15T10:52:20	RUNNING | 0:37:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.650	9.650	5956696.99
2018-05-15T10:52:21	RUNNING | 0:37:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.654	9.654	5956696.34
2018-05-15T10:52:22	RUNNING | 0:37:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.659	9.659	5956695.58
2018-05-15T10:52:23	RUNNING | 0:37:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.663	9.663	5956694.89
2018-05-15T10:52:24	RUNNING | 0:37:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.668	9.667	5956694.24
2018-05-15T10:52:25	RUNNING | 0:37:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.672	9.672	5956693.54
2018-05-15T10:52:26	RUNNING | 0:37:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.676	9.676	5956692.80
2018-05-15T10:52:27	RUNNING | 0:37:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.681	9.681	5956692.09
2018-05-15T10:52:29	RUNNING | 0:37:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	9.685	9.685	5956691.46
2018-05-15T10:52:30	RUNNING | 0:37:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.21	9.690	9.689	5956690.73
2018-05-15T10:52:31	RUNNING | 0:37:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.694	9.694	5956690.03
2018-05-15T10:52:32	RUNNING | 0:37:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.699	9.699	5956689.25
2018-05-15T10:52:33	RUNNING | 0:37:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.703	9.703	5956688.60
2018-05-15T10:52:34	RUNNING | 0:37:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.708	9.707	5956687.87
2018-05-15T10:52:35	RUNNING | 0:37:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.712	9.712	5956687.16
2018-05-15T10:52:36	RUNNING | 0:37:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.717	9.716	5956686.47
2018-05-15T10:52:37	RUNNING | 0:37:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.721	9.720	5956685.78
2018-05-15T10:52:38	RUNNING | 0:37:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.725	9.725	5956685.15
2018-05-15T10:52:39	RUNNING | 0:37:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.730	9.729	5956684.38
2018-05-15T10:52:40	RUNNING | 0:37:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.734	9.734	5956683.72
2018-05-15T10:52:41	RUNNING | 0:37:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	9.739	9.738	5956682.95
2018-05-15T10:52:42	RUNNING | 0:37:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.743	9.743	5956682.24
2018-05-15T10:52:43	RUNNING | 0:37:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.748	9.747	5956681.55
2018-05-15T10:52:44	RUNNING | 0:37:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.752	9.752	5956680.85
2018-05-15T10:52:45	RUNNING | 0:37:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	9.756	9.756	5956680.18
2018-05-15T10:52:46	RUNNING | 0:37:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.761	9.761	5956679.37
2018-05-15T10:52:47	RUNNING | 0:37:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	9.765	9.765	5956678.71
2018-05-15T10:52:48	RUNNING | 0:37:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.770	9.769	5956678.03
2018-05-15T10:52:49	RUNNING | 0:37:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.774	9.774	5956677.33
2018-05-15T10:52:50	RUNNING | 0:37:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.779	9.778	5956676.64
2018-05-15T10:52:51	RUNNING | 0:37:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	9.783	9.783	5956675.95
2018-05-15T10:52:52	RUNNING | 0:37:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.788	9.787	5956675.21
2018-05-15T10:52:53	RUNNING | 0:37:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.792	9.792	5956674.49
2018-05-15T10:52:55	RUNNING | 0:37:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	9.797	9.796	5956673.79
2018-05-15T10:52:56	RUNNING | 0:37:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.801	9.801	5956673.09
2018-05-15T10:52:57	RUNNING | 0:37:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	9.805	9.805	5956672.42
2018-05-15T10:52:58	RUNNING | 0:37:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.810	9.810	5956671.67
2018-05-15T10:52:59	RUNNING | 0:37:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.815	9.814	5956670.89
2018-05-15T10:53:00	RUNNING | 0:37:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.819	9.819	5956670.18
2018-05-15T10:53:01	RUNNING | 0:37:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	9.824	9.823	5956669.46
2018-05-15T10:53:02	RUNNING | 0:37:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.828	9.828	5956668.83
2018-05-15T10:53:03	RUNNING | 0:37:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.833	9.832	5956668.06
2018-05-15T10:53:04	RUNNING | 0:37:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	9.837	9.837	5956667.40
2018-05-15T10:53:05	RUNNING | 0:37:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.21	9.841	9.841	5956666.71
2018-05-15T10:53:06	RUNNING | 0:37:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.846	9.846	5956665.98
2018-05-15T10:53:07	RUNNING | 0:37:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.850	9.850	5956665.25
2018-05-15T10:53:08	RUNNING | 0:37:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.855	9.854	5956664.58
2018-05-15T10:53:09	RUNNING | 0:37:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.859	9.859	5956663.86
2018-05-15T10:53:10	RUNNING | 0:38:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	9.864	9.863	5956663.17
2018-05-15T10:53:11	RUNNING | 0:38:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.868	9.868	5956662.50
2018-05-15T10:53:12	RUNNING | 0:38:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.873	9.872	5956661.73
2018-05-15T10:53:13	RUNNING | 0:38:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.877	9.877	5956661.01
2018-05-15T10:53:14	RUNNING | 0:38:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.882	9.881	5956660.35
2018-05-15T10:53:15	RUNNING | 0:38:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.886	9.886	5956659.62
2018-05-15T10:53:16	RUNNING | 0:38:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	9.890	9.890	5956658.98
2018-05-15T10:53:17	RUNNING | 0:38:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.895	9.895	5956658.19
2018-05-15T10:53:18	RUNNING | 0:38:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.899	9.899	5956657.53
2018-05-15T10:53:19	RUNNING | 0:38:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.904	9.903	5956656.89
2018-05-15T10:53:20	RUNNING | 0:38:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.908	9.908	5956656.12
2018-05-15T10:53:21	RUNNING | 0:38:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.913	9.912	5956655.45
2018-05-15T10:53:23	RUNNING | 0:38:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	9.917	9.916	5956654.78
2018-05-15T10:53:24	RUNNING | 0:38:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.921	9.921	5956654.11
2018-05-15T10:53:25	RUNNING | 0:38:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.925	9.925	5956653.40
2018-05-15T10:53:26	RUNNING | 0:38:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.930	9.929	5956652.72
2018-05-15T10:53:27	RUNNING | 0:38:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	9.935	9.934	5956651.97
2018-05-15T10:53:28	RUNNING | 0:38:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.939	9.938	5956651.25
2018-05-15T10:53:29	RUNNING | 0:38:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.943	9.943	5956650.60
2018-05-15T10:53:30	RUNNING | 0:38:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	9.947	9.947	5956649.92
2018-05-15T10:53:31	RUNNING | 0:38:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	9.952	9.951	5956649.26
2018-05-15T10:53:32	RUNNING | 0:38:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	9.956	9.956	5956648.51
2018-05-15T10:53:33	RUNNING | 0:38:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.961	9.960	5956647.82
2018-05-15T10:53:34	RUNNING | 0:38:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	9.965	9.965	5956647.15
2018-05-15T10:53:35	RUNNING | 0:38:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.970	9.969	5956646.38
2018-05-15T10:53:36	RUNNING | 0:38:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	9.974	9.974	5956645.69
2018-05-15T10:53:37	RUNNING | 0:38:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	9.978	9.978	5956645.03
2018-05-15T10:53:38	RUNNING | 0:38:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.983	9.982	5956644.34
2018-05-15T10:53:39	RUNNING | 0:38:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	9.987	9.987	5956643.61
2018-05-15T10:53:40	RUNNING | 0:38:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	9.992	9.991	5956642.96
2018-05-15T10:53:41	RUNNING | 0:38:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.24	9.996	9.995	5956642.27
2018-05-15T10:53:42	RUNNING | 0:38:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	10.000	10.000	5956641.59
2018-05-15T10:53:43	RUNNING | 0:38:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	10.004	10.004	5956640.83
2018-05-15T10:53:44	RUNNING | 0:38:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	10.009	10.009	5956640.18
2018-05-15T10:53:45	RUNNING | 0:38:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.22	10.013	10.013	5956639.52
2018-05-15T10:53:46	RUNNING | 0:38:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	10.018	10.017	5956638.83
2018-05-15T10:53:47	RUNNING | 0:38:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	10.022	10.022	5956638.05
2018-05-15T10:53:48	RUNNING | 0:38:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	10.027	10.026	5956637.41
2018-05-15T10:53:49	RUNNING | 0:38:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	10.031	10.030	5956636.62
2018-05-15T10:53:50	RUNNING | 0:38:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	10.036	10.035	5956635.95
2018-05-15T10:53:51	RUNNING | 0:38:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	10.040	10.039	5956635.28
2018-05-15T10:53:52	RUNNING | 0:38:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	10.044	10.044	5956634.54
2018-05-15T10:53:53	RUNNING | 0:38:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	10.048	10.048	5956633.95
2018-05-15T10:53:54	RUNNING | 0:38:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	10.053	10.052	5956633.20
2018-05-15T10:53:55	RUNNING | 0:38:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	10.058	10.057	5956632.51
2018-05-15T10:53:56	RUNNING | 0:38:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	10.062	10.061	5956631.79
2018-05-15T10:53:57	RUNNING | 0:38:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	10.067	10.066	5956631.03
2018-05-15T10:53:58	RUNNING | 0:38:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	10.071	10.070	5956630.41
2018-05-15T10:53:59	RUNNING | 0:38:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.25	10.076	10.075	5956629.66
2018-05-15T10:54:01	RUNNING | 0:38:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	10.080	10.079	5956628.98
2018-05-15T10:54:02	RUNNING | 0:38:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.23	10.085	10.084	5956628.25
