
Timestamp	StatusLine	Rate (≈/S)	Film Thickness (k≈)	Substrate Thickness (k≈)	Frequency (Hz)
2018-05-11T12:10:22	RUNNING | 0:15:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.156	0.156	5959434.00
2018-05-11T12:10:27	RUNNING | 0:15:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.40	0.159	0.159	5959433.60
2018-05-11T12:10:32	RUNNING | 0:15:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.51	0.161	0.161	5959433.22
2018-05-11T12:10:37	RUNNING | 0:15:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.45	0.163	0.163	5959432.73
2018-05-11T12:10:42	RUNNING | 0:15:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.42	0.165	0.165	5959432.37
2018-05-11T12:10:47	RUNNING | 0:15:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.39	0.168	0.168	5959431.97
2018-05-11T12:10:52	RUNNING | 0:15:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.43	0.170	0.170	5959431.53
2018-05-11T12:10:57	RUNNING | 0:15:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.50	0.172	0.172	5959431.18
2018-05-11T12:11:02	RUNNING | 0:15:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.48	0.175	0.175	5959430.75
2018-05-11T12:11:07	RUNNING | 0:15:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.43	0.177	0.177	5959430.37
2018-05-11T12:11:12	RUNNING | 0:15:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.45	0.179	0.179	5959429.89
2018-05-11T12:11:17	RUNNING | 0:15:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.46	0.181	0.181	5959429.53
2018-05-11T12:11:22	RUNNING | 0:16:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.49	0.184	0.184	5959429.14
2018-05-11T12:11:27	RUNNING | 0:16:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.44	0.186	0.186	5959428.71
2018-05-11T12:11:32	RUNNING | 0:16:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.43	0.188	0.188	5959428.28
2018-05-11T12:11:37	RUNNING | 0:16:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.48	0.190	0.190	5959427.92
2018-05-11T12:11:42	RUNNING | 0:16:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.193	0.193	5959427.47
2018-05-11T12:11:48	RUNNING | 0:16:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.46	0.195	0.195	5959427.05
2018-05-11T12:11:53	RUNNING | 0:16:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.52	0.198	0.198	5959426.64
2018-05-11T12:11:58	RUNNING | 0:16:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.50	0.200	0.200	5959426.14
2018-05-11T12:12:03	RUNNING | 0:16:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.56	0.203	0.202	5959425.71
2018-05-11T12:12:08	RUNNING | 0:16:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.52	0.205	0.205	5959425.25
2018-05-11T12:12:13	RUNNING | 0:16:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.48	0.208	0.208	5959424.82
2018-05-11T12:12:18	RUNNING | 0:16:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.52	0.210	0.210	5959424.36
2018-05-11T12:12:23	RUNNING | 0:17:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.48	0.213	0.213	5959423.87
2018-05-11T12:12:28	RUNNING | 0:17:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.49	0.215	0.215	5959423.40
2018-05-11T12:12:33	RUNNING | 0:17:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.49	0.218	0.218	5959422.96
2018-05-11T12:12:38	RUNNING | 0:17:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.61	0.221	0.221	5959422.43
2018-05-11T12:12:43	RUNNING | 0:17:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.63	0.224	0.224	5959421.93
2018-05-11T12:12:48	RUNNING | 0:17:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.62	0.227	0.227	5959421.34
2018-05-11T12:12:53	RUNNING | 0:17:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.230	0.230	5959420.80
2018-05-11T12:12:58	RUNNING | 0:17:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.63	0.233	0.233	5959420.16
2018-05-11T12:13:03	RUNNING | 0:17:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.65	0.236	0.236	5959419.56
2018-05-11T12:13:09	RUNNING | 0:17:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.68	0.240	0.240	5959418.99
2018-05-11T12:13:14	RUNNING | 0:17:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.68	0.243	0.243	5959418.36
2018-05-11T12:13:19	RUNNING | 0:17:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.67	0.247	0.247	5959417.66
2018-05-11T12:13:24	RUNNING | 0:18:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.250	0.250	5959417.09
2018-05-11T12:13:29	RUNNING | 0:18:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.254	0.254	5959416.46
2018-05-11T12:13:34	RUNNING | 0:18:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.257	0.257	5959415.81
2018-05-11T12:13:39	RUNNING | 0:18:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.261	0.261	5959415.12
2018-05-11T12:13:44	RUNNING | 0:18:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.67	0.265	0.265	5959414.43
2018-05-11T12:13:49	RUNNING | 0:18:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.269	0.269	5959413.77
2018-05-11T12:13:54	RUNNING | 0:18:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.273	0.273	5959413.09
2018-05-11T12:13:59	RUNNING | 0:18:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.277	0.276	5959412.36
2018-05-11T12:14:04	RUNNING | 0:18:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.280	0.280	5959411.68
2018-05-11T12:14:09	RUNNING | 0:18:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.70	0.284	0.284	5959411.05
2018-05-11T12:14:14	RUNNING | 0:18:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.82	0.288	0.288	5959410.33
2018-05-11T12:14:20	RUNNING | 0:18:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.292	0.292	5959409.58
2018-05-11T12:14:25	RUNNING | 0:19:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.296	0.296	5959408.88
2018-05-11T12:14:30	RUNNING | 0:19:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.300	0.300	5959408.20
2018-05-11T12:14:35	RUNNING | 0:19:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.304	0.304	5959407.43
2018-05-11T12:14:40	RUNNING | 0:19:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.82	0.308	0.308	5959406.74
2018-05-11T12:14:45	RUNNING | 0:19:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.68	0.312	0.312	5959406.08
2018-05-11T12:14:50	RUNNING | 0:19:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.81	0.316	0.315	5959405.40
2018-05-11T12:14:55	RUNNING | 0:19:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.319	0.319	5959404.72
2018-05-11T12:15:00	RUNNING | 0:19:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.80	0.323	0.323	5959404.01
2018-05-11T12:15:05	RUNNING | 0:19:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.327	0.327	5959403.30
2018-05-11T12:15:10	RUNNING | 0:19:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.331	0.331	5959402.62
2018-05-11T12:15:15	RUNNING | 0:19:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.335	0.335	5959401.92
2018-05-11T12:15:20	RUNNING | 0:19:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.339	0.339	5959401.22
2018-05-11T12:15:25	RUNNING | 0:20:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.80	0.343	0.343	5959400.51
2018-05-11T12:15:30	RUNNING | 0:20:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.347	0.347	5959399.77
2018-05-11T12:15:35	RUNNING | 0:20:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.351	0.351	5959399.11
2018-05-11T12:15:40	RUNNING | 0:20:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.82	0.355	0.355	5959398.39
2018-05-11T12:15:45	RUNNING | 0:20:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.80	0.359	0.359	5959397.69
2018-05-11T12:15:50	RUNNING | 0:20:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.363	0.363	5959397.00
2018-05-11T12:15:55	RUNNING | 0:20:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.367	0.366	5959396.27
2018-05-11T12:16:01	RUNNING | 0:20:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.371	0.370	5959395.59
2018-05-11T12:16:06	RUNNING | 0:20:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.374	0.374	5959394.90
2018-05-11T12:16:11	RUNNING | 0:20:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.81	0.378	0.378	5959394.24
2018-05-11T12:16:16	RUNNING | 0:20:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.382	0.382	5959393.52
2018-05-11T12:16:21	RUNNING | 0:20:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.386	0.386	5959392.82
2018-05-11T12:16:26	RUNNING | 0:21:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.390	0.390	5959392.11
2018-05-11T12:16:31	RUNNING | 0:21:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.394	0.394	5959391.47
2018-05-11T12:16:36	RUNNING | 0:21:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.398	0.398	5959390.65
2018-05-11T12:16:41	RUNNING | 0:21:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.402	0.402	5959390.03
2018-05-11T12:16:46	RUNNING | 0:21:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.406	0.406	5959389.32
2018-05-11T12:16:51	RUNNING | 0:21:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.410	0.409	5959388.60
2018-05-11T12:16:57	RUNNING | 0:21:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.413	0.413	5959387.93
2018-05-11T12:17:02	RUNNING | 0:21:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.417	0.417	5959387.28
2018-05-11T12:17:07	RUNNING | 0:21:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.85	0.421	0.421	5959386.58
2018-05-11T12:17:12	RUNNING | 0:21:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.425	0.425	5959385.89
2018-05-11T12:17:17	RUNNING | 0:21:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.429	0.429	5959385.26
2018-05-11T12:17:22	RUNNING | 0:22:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.432	0.432	5959384.56
2018-05-11T12:17:27	RUNNING | 0:22:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.436	0.436	5959383.86
2018-05-11T12:17:32	RUNNING | 0:22:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.81	0.440	0.440	5959383.22
2018-05-11T12:17:37	RUNNING | 0:22:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.444	0.444	5959382.48
2018-05-11T12:17:42	RUNNING | 0:22:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.448	0.448	5959381.79
2018-05-11T12:17:47	RUNNING | 0:22:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.452	0.452	5959381.15
2018-05-11T12:17:52	RUNNING | 0:22:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.455	0.455	5959380.43
2018-05-11T12:17:57	RUNNING | 0:22:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.83	0.459	0.459	5959379.72
2018-05-11T12:18:02	RUNNING | 0:22:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.463	0.463	5959379.05
2018-05-11T12:18:07	RUNNING | 0:22:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.68	0.467	0.467	5959378.41
2018-05-11T12:18:12	RUNNING | 0:22:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.471	0.471	5959377.68
2018-05-11T12:18:17	RUNNING | 0:22:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.475	0.475	5959377.03
2018-05-11T12:18:22	RUNNING | 0:23:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.478	0.478	5959376.34
2018-05-11T12:18:27	RUNNING | 0:23:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.482	0.482	5959375.64
2018-05-11T12:18:32	RUNNING | 0:23:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.486	0.486	5959374.95
2018-05-11T12:18:37	RUNNING | 0:23:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.490	0.490	5959374.27
2018-05-11T12:18:43	RUNNING | 0:23:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.80	0.494	0.494	5959373.60
2018-05-11T12:18:48	RUNNING | 0:23:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.498	0.498	5959372.87
2018-05-11T12:18:53	RUNNING | 0:23:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.70	0.502	0.502	5959372.23
2018-05-11T12:18:58	RUNNING | 0:23:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.505	0.505	5959371.56
2018-05-11T12:19:03	RUNNING | 0:23:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.509	0.509	5959370.82
2018-05-11T12:19:08	RUNNING | 0:23:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.83	0.513	0.513	5959370.17
2018-05-11T12:19:13	RUNNING | 0:23:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.69	0.517	0.517	5959369.47
2018-05-11T12:19:18	RUNNING | 0:23:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.521	0.521	5959368.82
2018-05-11T12:19:23	RUNNING | 0:24:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.81	0.524	0.524	5959368.13
2018-05-11T12:19:28	RUNNING | 0:24:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.70	0.528	0.528	5959367.44
2018-05-11T12:19:33	RUNNING | 0:24:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.532	0.532	5959366.79
2018-05-11T12:19:38	RUNNING | 0:24:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.536	0.536	5959366.09
2018-05-11T12:19:43	RUNNING | 0:24:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.81	0.540	0.540	5959365.43
2018-05-11T12:19:48	RUNNING | 0:24:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.81	0.544	0.543	5959364.65
2018-05-11T12:19:53	RUNNING | 0:24:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.547	0.547	5959364.03
2018-05-11T12:19:58	RUNNING | 0:24:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.84	0.551	0.551	5959363.29
2018-05-11T12:20:03	RUNNING | 0:24:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.555	0.555	5959362.61
2018-05-11T12:20:08	RUNNING | 0:24:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.63	0.559	0.559	5959361.94
2018-05-11T12:20:13	RUNNING | 0:24:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.89	0.563	0.563	5959361.27
2018-05-11T12:20:18	RUNNING | 0:24:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.67	0.567	0.566	5959360.62
2018-05-11T12:20:24	RUNNING | 0:25:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.570	0.570	5959359.91
2018-05-11T12:20:29	RUNNING | 0:25:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.574	0.574	5959359.26
2018-05-11T12:20:34	RUNNING | 0:25:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.578	0.578	5959358.55
2018-05-11T12:20:39	RUNNING | 0:25:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.582	0.582	5959357.92
2018-05-11T12:20:44	RUNNING | 0:25:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.585	0.585	5959357.22
2018-05-11T12:20:49	RUNNING | 0:25:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.589	0.589	5959356.49
2018-05-11T12:20:54	RUNNING | 0:25:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.593	0.593	5959355.84
2018-05-11T12:20:59	RUNNING | 0:25:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.597	0.597	5959355.17
2018-05-11T12:21:04	RUNNING | 0:25:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.601	0.601	5959354.50
2018-05-11T12:21:09	RUNNING | 0:25:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.605	0.605	5959353.76
2018-05-11T12:21:14	RUNNING | 0:25:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.608	0.608	5959353.17
2018-05-11T12:21:19	RUNNING | 0:25:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.612	0.612	5959352.48
2018-05-11T12:21:24	RUNNING | 0:26:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.616	0.616	5959351.76
2018-05-11T12:21:29	RUNNING | 0:26:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.619	0.619	5959351.18
2018-05-11T12:21:34	RUNNING | 0:26:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.623	0.623	5959350.48
2018-05-11T12:21:39	RUNNING | 0:26:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.627	0.627	5959349.83
2018-05-11T12:21:44	RUNNING | 0:26:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.631	0.631	5959349.18
2018-05-11T12:21:49	RUNNING | 0:26:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.634	0.634	5959348.48
2018-05-11T12:21:55	RUNNING | 0:26:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.638	0.638	5959347.85
2018-05-11T12:22:00	RUNNING | 0:26:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.642	0.642	5959347.16
2018-05-11T12:22:05	RUNNING | 0:26:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.646	0.645	5959346.54
2018-05-11T12:22:10	RUNNING | 0:26:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.68	0.649	0.649	5959345.87
2018-05-11T12:22:15	RUNNING | 0:26:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.653	0.653	5959345.17
2018-05-11T12:22:20	RUNNING | 0:26:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.657	0.657	5959344.53
2018-05-11T12:22:25	RUNNING | 0:27:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.69	0.660	0.660	5959343.83
2018-05-11T12:22:30	RUNNING | 0:27:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.76	0.664	0.664	5959343.22
2018-05-11T12:22:35	RUNNING | 0:27:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.668	0.668	5959342.57
2018-05-11T12:22:40	RUNNING | 0:27:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.671	0.671	5959341.90
2018-05-11T12:22:45	RUNNING | 0:27:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.80	0.675	0.675	5959341.17
2018-05-11T12:22:50	RUNNING | 0:27:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.66	0.679	0.679	5959340.62
2018-05-11T12:22:55	RUNNING | 0:27:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.683	0.682	5959339.91
2018-05-11T12:23:00	RUNNING | 0:27:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.686	0.686	5959339.23
2018-05-11T12:23:05	RUNNING | 0:27:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.690	0.690	5959338.56
2018-05-11T12:23:10	RUNNING | 0:27:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.69	0.694	0.693	5959337.95
2018-05-11T12:23:15	RUNNING | 0:27:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.697	0.697	5959337.30
2018-05-11T12:23:20	RUNNING | 0:27:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.701	0.701	5959336.60
2018-05-11T12:23:25	RUNNING | 0:28:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.705	0.705	5959335.95
2018-05-11T12:23:30	RUNNING | 0:28:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.708	0.708	5959335.32
2018-05-11T12:23:35	RUNNING | 0:28:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.70	0.712	0.712	5959334.64
2018-05-11T12:23:40	RUNNING | 0:28:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.716	0.716	5959334.00
2018-05-11T12:23:46	RUNNING | 0:28:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.719	0.719	5959333.28
2018-05-11T12:23:51	RUNNING | 0:28:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.723	0.723	5959332.67
2018-05-11T12:23:56	RUNNING | 0:28:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.74	0.727	0.727	5959331.98
2018-05-11T12:24:01	RUNNING | 0:28:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.730	0.730	5959331.35
2018-05-11T12:24:06	RUNNING | 0:00:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.001	0.001	5959330.68
2018-05-11T12:24:11	RUNNING | 0:00:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.005	0.005	5959330.00
2018-05-11T12:24:16	RUNNING | 0:00:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.67	0.008	0.008	5959329.36
2018-05-11T12:24:21	RUNNING | 0:00:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.012	0.012	5959328.69
2018-05-11T12:24:26	RUNNING | 0:00:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.78	0.016	0.016	5959328.08
2018-05-11T12:24:31	RUNNING | 0:00:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.71	0.019	0.019	5959327.40
2018-05-11T12:24:36	RUNNING | 0:00:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.023	0.023	5959326.72
2018-05-11T12:24:41	RUNNING | 0:00:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.027	0.027	5959326.03
2018-05-11T12:24:46	RUNNING | 0:00:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.031	0.030	5959325.40
2018-05-11T12:24:51	RUNNING | 0:00:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.034	0.034	5959324.76
2018-05-11T12:24:56	RUNNING | 0:00:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.75	0.038	0.038	5959324.09
2018-05-11T12:25:01	RUNNING | 0:00:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.72	0.042	0.042	5959323.45
2018-05-11T12:25:06	RUNNING | 0:01:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.79	0.045	0.045	5959322.76
2018-05-11T12:25:11	RUNNING | 0:01:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.049	0.049	5959322.08
2018-05-11T12:25:16	RUNNING | 0:01:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.64	0.053	0.053	5959321.45
2018-05-11T12:25:21	RUNNING | 0:01:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.64	0.056	0.056	5959320.81
2018-05-11T12:25:26	RUNNING | 0:01:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.73	0.060	0.060	5959320.07
2018-05-11T12:25:32	RUNNING | 0:01:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.77	0.064	0.064	5959319.47
